link_id,assignment_period,weekday,0700_0715,0715_0730,0730_0745,0745_0800,0800_0815,0815_0830,0830_0845,0845_0900,0900_0915,0915_0930,0930_0945,0945_1000,1000_1015,1015_1030,1030_1045,1045_1100,1100_1115,1115_1130,1130_1145,1145_1200,1200_1215,1215_1230,1230_1245,1245_1300,1300_1315,1315_1330,1330_1345,1345_1400,1400_1415,1415_1430,1430_1445,1445_1500,1500_1515,1515_1530,1530_1545,1545_1600,1600_1615,1615_1630,1630_1645,1645_1700,1700_1715,1715_1730,1730_1745,1745_1800,1800_1815,1815_1830,1830_1845,1845_1900,1900_1915,1915_1930,1930_1945,1945_2000,2000_2015,2015_2030,2030_2045,2045_2100
84,0700_2100,3,65.46105072499999,64.64074074088889,64.1476449276087,64.34963768108696,64.00177304893617,63.87765957404256,63.423758865319144,63.45921985808511,63.10106383,63.74113475212766,63.631205674042555,63.88031914872341,64.29347826152174,64.23550724630435,63.92844202913044,64.12952898565217,64.47222222155555,64.13257575704546,64.11413043499999,63.59782608673913,62.43794326255319,61.96099290744681,60.351063829787236,59.202127659574465,60.61594202891305,56.90760869543478,53.47463768086956,45.050724637173914,43.46014492695652,35.82789855108695,32.32246376804348,27.377717391804346,23.420370370955556,18.427536232108697,17.304347825434782,14.882246376760868,15.039855072521739,13.494565216956522,12.005434783065217,11.677536231804348,10.878623188434783,10.364130434891305,11.309782608826088,12.559782608108694,18.53442029,23.255555555111112,31.885869565152174,39.72010869543478,48.14130434717391,51.047101448695656,57.195652172608696,62.21557971,64.64492753652175,64.31884057891305,65.09239130413043,65.6376811597826
84,0700_2100,4,65.48541666700001,64.21544715365854,63.34146341414635,63.58943089512195,64.66056910585365,64.65040650439025,64.14791666625,64.37601626,64.31199187,64.44918699195121,63.866666666499995,64.19512195097562,64.48170731707317,63.747967479024396,64.11585365902438,63.95731707268293,64.0691056902439,63.68124999975,62.28958333325001,60.908333333250006,57.960416667000004,53.7604166665,49.95934959365854,49.90650406536585,48.90650406487805,44.51626016292683,40.329268293341464,36.75203252048781,35.11585365853659,28.10569105682927,26.583333333658533,22.327235772439025,20.16361788626829,17.3375,17.644308943487804,14.733333333,15.259146341,14.23475609704878,14.583333333756098,14.80691056885366,14.997967479585366,15.321138211878049,17.707317073560976,24.13821138202439,32.05081300804878,37.31910569146341,43.5020325195122,47.989583332825,53.25833333375,55.95208333275,58.3729166665,62.362499999,64.10416666674999,63.81605691073171,63.41260162487804,63.33943089382927
84,0700_2100,5,69.49224806209303,69.37984496139535,69.24224806255815,69.36240310093024,69.22674418627906,68.97480620093023,68.49418604627907,68.59108527116278,68.54457364418604,67.89583333386364,67.56250000022727,67.40719696977273,67.43888888866667,67.18297101413043,66.89259259222223,66.75634057956522,66.91123188413043,66.30555555555556,66.28148148088889,65.52592592622223,65.17407407422222,63.85326086956522,62.572463767826086,63.96376811586957,63.73731884065217,62.673913043043484,62.73007246391305,61.637681158260875,61.83423913086956,60.82427536326087,60.6757246376087,58.903985507173914,59.124074073555555,58.62962962955556,57.333333334,58.19999999955556,56.26515151545455,54.56666666651111,54.71014492782609,56.68333333333333,57.198148148,56.86481481511112,57.250925925333334,56.29545454545455,57.53598484840909,57.8977272725,58.20555555533333,60.774074073777776,63.71401515159091,64.43181818204545,64.48295454568182,65.08522727227273,65.19318181749999,65.07007575772728,65.26136363613637,65.4441287875
84,0700_2100,6,70.25620567382978,70.21719858170214,70.46099290787234,70.28368794382979,69.63020833354166,69.42187500041666,69.520833333125,69.77604166645834,69.83333333333333,69.37413194520833,69.02083333333333,68.95833333354166,68.72569444541666,68.58854166666667,68.17006802734694,67.55527210877551,67.82482993183673,67.64795918387755,67.45068027183673,67.25850340142857,66.35763888916667,65.4883333328,66.3383333336,65.748333333,65.4058333332,63.688775509795924,63.12755102081632,63.61224489816326,65.85034013653062,65.3449999998,64.5483333336,65.31833333360001,64.611666667,64.9216666662,65.2366666666,65.9883333338,65.7524999996,65.36564625755102,65.4778911567347,65.94047619020408,66.09183673428572,65.68027210836735,65.40646258469388,65.76785714244899,65.31122449020408,64.57993197244897,64.2925170067347,64.61904761877551,65.44047619020408,65.12925170081633,65.59693877612246,65.79340277791667,65.64149305520833,65.8671875,66.16406250020833,66.44047619081633
137,0700_2100,0,71.06944444431818,71.07196969636364,71.12144702860465,70.91666666750001,70.68813131340909,70.50505050431819,70.21717171727272,70.25505050545455,69.84444444444445,69.99753086377777,70.17283950666666,70.11481481511112,69.99259259222222,69.94691358044444,69.92345678977777,70.12345679022222,69.80000000022223,69.89629629622223,69.57037037044444,69.66913580288889,69.88641975333333,69.86666666577777,69.8962962971111,69.81481481488889,69.59259259244445,69.57283950644445,69.24938271688889,67.47654320955556,65.40987654355555,62.814814814444446,58.955555555555556,54.39015151431818,44.0378787875,37.464646464999994,34.18024691288889,31.195061728955555,27.869135802466666,26.664197530022225,23.012345678888888,20.45925925888889,21.212345678933332,20.298765432244444,19.358585858318182,20.070707071045454,27.090123457111112,34.41358024706667,44.577777777777776,55.155555555111114,63.989898989772726,67.8560606059091,69.73737373681818,69.9924242425,70.00617283955556,70.22716049311111,69.85432098755555,70.17037036977779
137,0700_2100,1,71.17028985608695,70.51449275369565,70.57729468586956,71.1884057976087,70.64492753652175,70.52898550782608,70.5410628023913,70.20048309173913,70.16908212565217,69.8695652176087,70.1473429952174,70.18357487978261,69.94685990369565,70.31642512065217,70.16666666652173,70.18599033826086,70.04545454522727,70.23671497608696,70.56763284978261,70.32608695630435,70.26328502391304,70.193236715,70.20772946956522,70.00241545956521,69.8115942023913,69.647342995,69.18599033804348,68.88647342956521,68.3236714973913,64.98550724652173,60.17874396173913,53.46739130391305,44.49275362347826,39.98792270521739,37.98309178652174,32.881481482,28.18518518511111,24.198067633130435,22.297101448869565,19.08333333354348,17.968599034652176,16.216183575130437,14.830864198222223,14.671497584478262,17.685990337369564,23.856280193130434,31.702898550782606,42.789855072173914,54.74154589413044,61.37922705282609,67.44685990347826,70.3707729476087,69.96376811565217,70.57004830826087,70.41728395111112,70.34567901222222
137,0700_2100,2,70.10763888895833,70.40046296354167,70.28009259270833,70.18981481499999,69.8182870375,69.56134259208334,69.31365740625,69.74305555479167,69.32387706829788,69.48309178782608,69.37115839212767,69.4018912531915,69.41666666673913,69.45410628021739,69.55555555531915,69.5721040193617,69.63593380617021,69.54050925916667,69.240740741875,69.09027777791667,69.222222221875,68.32523148208334,67.03703703729167,66.96643518458333,67.03472222229166,67.7210401887234,67.0307328606383,66.23032407416666,65.363425925625,61.446759259375,57.09456264738297,50.040189124468085,42.21513002340426,35.645390071276594,34.539351852083335,29.513002364468083,26.53935185125,22.068557920404256,19.153935184520833,16.946759259583335,15.45981087531915,16.56501181993617,15.249999999375,17.069444444875,20.178240740541668,24.231481481937497,32.08796296229166,42.589120370833335,53.81018518583334,62.35300925895834,66.11111111104167,67.32860520106382,67.74421296297916,68.63194444479167,68.52199074104166,68.88425925895834
137,0700_2100,3,70.82041343674419,70.77513227547618,71.01421188604651,70.84496124023256,70.61616161613637,70.23484848477273,70.25505050522727,70.27272727318181,69.85227272727273,70.10101010136363,70.24621212090909,70.05681818227272,69.91472868209301,69.73484848568182,69.94823232386364,70.02525252522727,69.75883838363637,70.10353535340909,70.03333333311112,69.89135802511112,69.91851851755555,69.945679012,69.80740740733334,69.46419753066667,69.35353535363636,69.30617283911111,67.29382716,66.116049382,64.55061728355555,59.94197530844445,55.90617283977778,48.633333332444444,39.20959595954545,34.33827160577778,33.55176767681818,29.997474747363636,28.301234569044446,22.758024691088888,19.558024691355556,17.813580247111112,17.135802469955554,16.382716049844444,15.199999999666668,16.38148148137778,18.888888888844445,22.022727271954547,28.353086420355556,37.42222222177778,50.13580246888889,60.22098765333333,65.88148148133334,68.81728395066668,70.24691357977778,70.63580246933333,70.52098765422222,70.73333333355555
137,0700_2100,4,71.17195767142857,71.54365079285715,71.53703703714285,71.18217054255814,70.9121447027907,70.56072351372093,70.5633074932558,70.30878553000001,70.1547619047619,70.3307493544186,70.29365079357143,70.40568475488372,70.53488372116279,70.19638242813953,70.46253229930232,70.26873385069767,69.99870801046512,70.2751322752381,69.92592592595238,70.16137566095237,69.71693121738096,69.32539682547619,69.30490956093023,69.04909560651163,68.69509043976744,67.19896640860465,65.67054263511628,62.664082687674416,58.45736434093023,53.90568475372093,48.333333333023255,41.03359173186047,34.85400516744186,32.29100529061905,29.14987080116279,27.52116402140476,27.405684754651162,23.873385012302325,22.191214470697673,21.947028423627906,21.02067183474419,21.683462532232557,22.581395348767444,26.651162790813952,32.653746769767444,38.341085271627904,45.00516795860465,51.83462532395349,58.14417989380953,60.96560846571428,62.37037037095239,66.0899470897619,68.58730158666667,69.24338624380952,69.19841269761905,69.5899470897619
137,0700_2100,5,70.51010100977273,70.85606060613635,71.29040404022727,71.21464646477273,71.0656565659091,71.08838383818183,71.40151515136364,71.14141414068182,70.92424242431818,70.977777778,71.13827160488889,71.06419753066668,69.81642512130435,70.11347517744682,70.21497584586956,70.8676122931915,70.83215129978724,70.88770685531915,70.94326241170212,70.62174941,70.7328605206383,70.75886524829787,70.55791962170213,70.51063829765958,70.29787234148937,70.25059101659575,70.27186761170213,68.83687943255319,68.86052009425532,69.60283687893617,69.2671394793617,68.2517730493617,69.64009661804349,69.5169082128261,68.62801932326087,68.64613526543478,69.31851851933334,70.08212560326088,69.47517730446809,69.12765957404255,68.66666666574469,68.3546099293617,68.74231678510638,68.43498817936171,68.30023640617021,68.00945626446808,68.09574468021276,68.42553191510638,69.39371980608695,70.0289855076087,70.04106280173913,70.07729468586956,70.1908212552174,70.1811594202174,70.34057971065218,70.22826086934784
137,0700_2100,6,69.51700680265306,69.81972789081632,69.85034013632654,70.02947845857142,69.99659863918367,69.7346938767347,70.07482993163265,70.03628117938776,70.21315192734694,70.22789115693878,70.70521541979592,70.55102040795919,70.22902494306122,70.49659863918367,70.22000000039999,70.3422222224,70.4311111104,70.523333333,69.59111111039999,68.8,68.91156462591836,69.32461873647058,69.36819172117647,69.1830065354902,69.41067538156862,69.1088888882,69.22666666639999,69.52888888860001,69.9666666668,69.97385620941176,69.85403050078432,69.98474945607843,69.75381263607844,70.09150326843137,70.06971677549019,69.75381263647058,69.9379084962745,69.86222222239999,69.8866666664,70.088888889,68.57111111180001,67.8700000004,67.54888888859999,68.246666667,69.6066666666,69.622222222,69.765555555,69.70000000019999,69.486666667,69.6522222214,69.8988888892,69.6711111114,69.334444444,69.7866666662,69.66111111080001,69.7422222218
139,0700_2100,0,63.36309523714286,61.17023809547619,60.51056910536586,60.538888889285715,60.72619047642857,59.929365079285716,59.604761905,60.7293650795238,62.142460317619054,63.576356588837214,64.21356589209302,64.16627907,65.36976744186046,64.88023255813954,65.06240310139535,64.6240310072093,64.9197674416279,64.83720930116279,64.92984496186047,64.08410852674419,62.9096899227907,60.870155038837204,60.7934108527907,59.90271317790698,59.736434108372094,59.69728682116279,59.24457364325581,52.43255813930232,48.29496124046511,41.41279069790698,39.867441860930235,34.052380952142855,33.12499999952381,30.308333333095238,30.294186046744187,28.70000000023256,31.868217054418608,29.474031007441862,30.584496124186046,34.82790697651163,42.12945736465117,41.675581395581396,42.36388888897619,46.302380951904766,51.54806201534884,54.78914728744186,59.19496124,63.720542635348835,65.76124031046511,65.53759689953489,65.9903100772093,66.2476744188372,66.76511627837209,66.7604651160465,67.06860465093023,67.17170542627906
139,0700_2100,1,61.992682926341466,60.07560975634146,58.865040650243905,58.9020325197561,58.0300813004878,58.05569105756098,57.397154471463416,57.81585365878049,58.34268292658536,58.23130081219512,57.83861788609756,58.204471545121955,60.39918699219512,62.95325203292683,63.015040650487805,62.83495935,63.673170732195125,63.389430894146344,63.80772357658537,63.47479674804878,63.567073171219505,62.3739837397561,61.96016260170732,62.690833333,62.471666666750004,60.7320833335,57.989583333999995,48.0333333335,44.75081300756098,39.48536585390244,35.90081300853658,29.041056910487807,26.53292682902439,23.098780487560973,20.868292683414634,19.830081300731706,23.022222222142858,21.61388888904762,22.296031745619047,24.673015872928573,26.058333333261906,24.509920634428575,26.30436507895238,30.737301587857143,36.08611111095238,38.40119047595238,43.71150793690476,52.60952380928571,61.41428571452381,62.68611111119047,64.69722222166668,65.44841269857143,66.05793650761905,65.84166666619048,66.27579365047619,66.73134920714286
139,0700_2100,2,62.7603174602381,59.91201550372093,58.28604651209302,58.19418604627907,58.369379844651164,57.67635658883721,57.41899224860465,58.17248062046512,60.286434107906985,62.069444444761906,61.970155039069766,62.403100775116286,63.26626984166666,63.288888889285715,63.71589147209302,63.64689922534884,64.44534883767442,63.4755813955814,63.05620155046511,61.94961240348837,62.231782945813954,61.614728681162795,59.94206349261905,59.88928571404762,59.84801587309524,58.10634920690476,53.688095237619045,45.862790698372095,42.03023255813953,37.20968992232558,34.343253968571425,28.904365078095235,25.89227642292683,21.777380952142856,22.136046512093024,20.197619047142854,18.809689922325582,19.47301587309524,18.496511628139537,17.02286821651163,18.903658536585365,16.44227642219512,17.42317073187805,21.86382113804878,34.88373015880953,40.93095238071429,47.210714285952385,53.64920634928572,59.44126984047619,61.078571428333326,62.48968253952381,63.71666666651163,64.57596899302325,64.75232558069769,65.8333333327907,66.10193798465116
139,0700_2100,3,63.01382113804878,60.94430894341463,59.86706349238096,59.93055555595238,58.54920634952381,58.16428571499999,57.023412698571434,57.49404761833333,58.58611111095239,59.22380952404762,59.77420634952381,59.49206349238096,60.87460317428571,62.333333333571424,63.41626984119047,63.971428571428575,64.43373015833333,63.554065040243906,63.57403100767442,62.938759689767444,62.77829457372093,60.99147286906977,59.62364341093023,57.99806201581396,59.22341269857142,55.935714285952386,50.613888889047615,43.2202380947619,39.71944444452381,34.998809524047616,32.366269840952384,29.30714285714286,26.189837398780487,23.45595238142857,21.38809523833333,18.62936507904762,18.54404761904762,18.857142857690476,18.45317460309524,18.849206349190474,18.912301586666665,19.910317460238097,21.698809523880954,25.67103174635714,32.59087301571429,37.60555555571428,42.06746031738095,48.96825396833333,54.476984127142856,58.165079366190476,61.685317460476185,63.59166666619048,64.93055555547619,65.12579365095237,65.67222222285714,65.8047619045238
139,0700_2100,4,63.27579365047619,62.74206349166667,60.99642857095238,60.73527131883721,61.45348837162791,62.02558139558139,61.55193798488372,62.118992248139534,63.62441860441861,63.59961240255814,62.5948412702381,63.55891472790697,64.6364341083721,64.15193798441861,63.69961240302326,63.25155038813954,62.608527132325584,61.070634920714284,60.13174603214285,58.75476190404762,57.132142857380956,54.49682539642857,51.18604651186046,47.30891472860465,46.24767441883721,42.76821705395349,38.82131783023256,35.38023255767442,33.97209302348838,30.780620155581392,30.231782945348836,26.397286822093022,24.439147287209302,21.911111110952383,22.21589147372093,20.33452380952381,21.711240309999997,22.870542635813955,22.458914729069765,24.79612403139535,27.44496124,28.95852713209302,33.122093023255815,38.84961240348837,45.671317829302325,48.862403100232555,50.351937984883726,53.81124030976744,57.05271317790697,57.315503876046506,59.0317829455814,62.645736434883716,64.49496124046512,64.73255814,65.06007751930233,63.97015503883721
139,0700_2100,5,70.02685185194444,70.03018018,70.08783783783784,69.82837837756756,69.72612612648649,69.44909909891892,69.08963964,68.72162162081081,68.96801801756757,68.4175438594737,67.64561403526315,67.95307017552632,68.03931624,67.78076923076922,67.19743589769232,66.97350427358974,67.05042734948718,66.08162393179487,65.04401709384615,64.76709401717949,64.89871794948718,62.785897435128206,61.5978632474359,61.79914529897436,63.02521367564103,59.42564102564102,57.807264957435905,57.76752136794872,57.70000000025641,56.96880341871795,57.45982905974359,56.99444444461538,55.48728070236842,54.207017543684216,52.491885964999994,50.015570175526314,50.27807017526316,48.13728070210526,48.99487179538461,50.1747863251282,53.66239316307692,52.77606837589743,52.86538461461538,54.094017093846155,55.272649572820505,55.66623931666667,57.50897435948718,59.64358974384615,62.625877192894734,62.86447368394737,64.26754385947368,65.59649122815789,65.87894736868421,65.7258771931579,66.32807017526316,66.47412280631579
139,0700_2100,6,72.29206349261905,72.02579365071429,72.23968254023809,72.58769841357143,71.97519379813953,72.28214285761905,71.70038759674419,71.8864341083721,71.9565891467442,71.52596899232559,71.32558139534883,70.8868217055814,70.95658914767442,70.79767441813954,70.53219696886363,69.84356060613636,69.69090909136364,69.19592592577777,68.62703703622222,68.36000000066666,67.94962121249999,67.24492753673913,67.12101449239131,66.92608695608696,67.43586956543479,66.47518518533333,65.44888888911112,65.99777777733333,67.793703704,68.09094202913043,67.75978260891304,68.36884058043479,68.75760869608696,68.04239130478261,68.22282608673913,68.03405797065217,68.07971014499999,67.536666666,66.78000000044445,66.58037037,67.73259259222223,67.50407407355556,67.71555555466666,67.76444444444445,67.48148148133333,66.53555555533333,66.53259259266666,67.395555556,67.26814814777778,67.80555555577777,67.57555555555555,67.736296296,67.58740740733333,67.27148148111111,67.67185185177777,67.98407407466667
